Entity,Code,Year,Value of global merchandise exports as a share of GDP (Fouquin and Hugot; CEPII 2016; National data),GDP per capita,900793-annotations,Population (historical),World regions according to OWID
France,FRA,2006,21.31305,36166.16,NA,62049831,NA
France,FRA,2007,21.01087,36845.684,NA,62432438,NA
France,FRA,2008,21.10714,36761.793,NA,62780187,NA
France,FRA,2009,18.09579,35534.926,NA,63106461,NA
France,FRA,2010,19.87461,36086.727,NA,63417366,NA
France,FRA,2011,20.78793,36691,NA,63733777,NA
France,FRA,2012,21.17856,36625.926,NA,64058465,NA
France,FRA,2013,20.95671,36647.22,NA,64387736,NA
France,FRA,2014,21.14246,36818.54,NA,64692495,NA
Gabon,GAB,1956,29.39333,3539,NA,492791,NA
Gabon,GAB,1960,33.78833,3982,NA,512324,NA
Gabon,GAB,1961,38.8337,4415,NA,518276,NA
Gabon,GAB,1962,39.55217,4497,NA,524657,NA
Gabon,GAB,1963,43.31537,4599,NA,531457,NA
Gabon,GAB,1964,50.58424,4616,NA,538666,NA
Gabon,GAB,1965,51.13605,4626,NA,546320,NA
Gabon,GAB,1966,48.11068,4761,NA,554471,NA
Gabon,GAB,1967,47.01674,4882,NA,563114,NA
Gabon,GAB,1968,49.41003,4927,NA,572266,NA
Gabon,GAB,1969,52.30233,5252,NA,583283,NA
Gabon,GAB,1970,54.66871,5587,NA,595856,NA
Gabon,GAB,1971,53.81293,6027,NA,608355,NA
Gabon,GAB,1972,64.71181,6559,NA,620965,NA
Gabon,GAB,1973,66.26302,6935,NA,634004,NA
Gabon,GAB,1974,68.48369,9083,NA,647698,NA
Gabon,GAB,1975,57.53625,9985,NA,662205,NA
Gabon,GAB,1976,40.2462,12747,NA,677633,NA
Gabon,GAB,1977,47.79078,10849,NA,693994,NA
Gabon,GAB,1978,53.18176,8013,NA,711251,NA
Gabon,GAB,1979,61.03917,8091,NA,729381,NA
Gabon,GAB,1980,57.83746,8402,NA,748395,NA
Gabon,GAB,1981,50.42249,8625,NA,768394,NA
Gabon,GAB,1982,51.89592,8099,NA,789289,NA
Gabon,GAB,1983,52.14532,8281,NA,811006,NA
Gabon,GAB,1984,58.89561,8612,NA,833501,NA
Gabon,GAB,1985,62.66234,8131,NA,856737,NA
Gabon,GAB,1986,38.34314,7818,NA,880707,NA
Gabon,GAB,1987,42.32983,6320,NA,905482,NA
Gabon,GAB,1988,34.39418,6982,NA,931023,NA
Gabon,GAB,1989,40.32199,7422,NA,957146,NA
Gabon,GAB,1990,46.00588,7646,NA,983740,NA
Gabon,GAB,1991,51.56314,8296.574,NA,1010820,NA
Gabon,GAB,1992,44.9538,8194.499,NA,1038389,NA
Gabon,GAB,1993,54.97603,8551.059,NA,1066405,NA
Gabon,GAB,1994,60.19255,9192.5625,NA,1094724,NA
Gabon,GAB,1995,55.5091,9833.989,NA,1123212,NA
Gabon,GAB,1996,56.92818,10389.21,NA,1152018,NA
Gabon,GAB,1997,67.68171,11202.839,NA,1181445,NA
Gabon,GAB,1998,56.61752,11758.16,NA,1211743,NA
Gabon,GAB,1999,74.54687,10648.09,NA,1243025,NA
Gabon,GAB,2000,77.09355,10637.8,NA,1275578,NA
Gabon,GAB,2001,70.81942,11104.553,NA,1309592,NA
Gabon,GAB,2002,57.65594,11141.463,NA,1345141,NA
Gabon,GAB,2003,56.28225,11665.832,NA,1382356,NA
Gabon,GAB,2004,57.24745,12022.507,NA,1421617,NA
Gabon,GAB,2005,53.79038,12437.96,NA,1463503,NA
Gabon,GAB,2006,45.63572,12342.779,NA,1508337,NA
Gabon,GAB,2007,49.72516,13455.612,NA,1556242,NA
Gabon,GAB,2008,51.88691,13330.255,NA,1607182,NA
Gabon,GAB,2009,39.28368,13617.896,NA,1661566,NA
Gabon,GAB,2010,48.33053,14926.699,NA,1719883,NA
Gabon,GAB,2011,55.25753,16403,NA,1781986,NA
Gabon,GAB,2012,59.96349,16682.309,NA,1846893,NA
Gabon,GAB,2013,54.96615,16964.445,NA,1913061,NA
Gabon,GAB,2014,51.19254,17098.143,NA,1978402,NA
Gambia,GMB,1965,36.78837,1368,NA,455960,NA
Gambia,GMB,1966,38.90316,1545,NA,468522,NA
Gambia,GMB,1967,49.89789,1548,NA,481599,NA
Gambia,GMB,1968,43.01923,1519,NA,495279,NA
Gambia,GMB,1969,46.60727,1629,NA,509443,NA
Gambia,GMB,1970,32.0899,1422,NA,524113,NA
Gambia,GMB,1971,34.56573,1376,NA,539395,NA
Gambia,GMB,1972,40.23391,1334,NA,555380,NA
Gambia,GMB,1973,37.43418,1411,NA,572005,NA
Gambia,GMB,1974,53.61022,1452,NA,589094,NA
Gambia,GMB,1975,43.23573,1497,NA,606829,NA
Gambia,GMB,1976,33.26597,1436,NA,625678,NA
Gambia,GMB,1977,34.3939,1417,NA,645780,NA
Gambia,GMB,1978,30.84613,1446,NA,667109,NA
Gambia,GMB,1979,27.96378,1360,NA,689782,NA
Gambia,GMB,1980,12.585,1325,NA,713920,NA
Gambia,GMB,1981,15.2405,1521,NA,739134,NA
Gambia,GMB,1982,19.58814,1581,NA,765758,NA
Gambia,GMB,1983,28.18433,1482,NA,794526,NA
Gambia,GMB,1984,26.10908,1462,NA,825634,NA
Gambia,GMB,1985,19.04974,1451,NA,858880,NA
Gambia,GMB,1986,17.47076,1422,NA,894019,NA
Gambia,GMB,1987,28.84676,1406,NA,931101,NA
Gambia,GMB,1988,37.3288,1417,NA,970164,NA
Gambia,GMB,1989,51.20035,1407,NA,1011367,NA
Gambia,GMB,1990,57.14648,1400,NA,1054703,NA
Gambia,GMB,1991,25.0966,1390.705,NA,1099962,NA
Gambia,GMB,1992,34.38829,1391.4054,NA,1145585,NA
Gambia,GMB,1993,12.83472,1385.5908,NA,1188373,NA
Gambia,GMB,1994,20.86524,1345.035,NA,1227231,NA
Gambia,GMB,1995,22.88468,1317.2426,NA,1264320,NA
Gambia,GMB,1996,21.02907,1336.8473,NA,1301419,NA
Gambia,GMB,1997,22.26569,1308.4867,NA,1338897,NA
Gambia,GMB,1998,16.78915,1324.9244,NA,1376995,NA
Gambia,GMB,1999,11.89214,1385.6318,NA,1415786,NA
Gambia,GMB,2000,6.29456,1440.8619,NA,1455095,NA
Gambia,GMB,2001,4.3753,1495.0918,NA,1495022,NA
Gambia,GMB,2002,5.93574,1473.4006,NA,1535700,NA
Gambia,GMB,2003,4.15573,1478.9562,NA,1577620,NA
Gambia,GMB,2004,7.23537,1585.7992,NA,1621309,NA
Gambia,GMB,2005,4.93664,1541.6116,NA,1667036,NA
Gambia,GMB,2006,5.91779,1530.6844,NA,1715285,NA
Gambia,GMB,2007,5.87567,1557.8474,NA,1765778,NA
Gambia,GMB,2008,5.27158,1618.4445,NA,1817859,NA
Gambia,GMB,2009,6.84766,1692.6423,NA,1871431,NA
Gambia,GMB,2010,7.14992,1772.7268,NA,1926635,NA
Gambia,GMB,2011,16.06179,1669,NA,1983784,NA
Gambia,GMB,2012,16.26098,1725,NA,2043099,NA
Gambia,GMB,2013,15.17003,1767,NA,2103826,NA
Gambia,GMB,2014,13.04318,1743,NA,2164533,NA
Georgia,GEO,1992,2.86066,5286.925,NA,5294187,NA
Georgia,GEO,1993,8.39473,3792.6177,NA,5178784,NA
Georgia,GEO,1994,6.91552,3463.476,NA,5046269,NA
Georgia,GEO,1995,10.90027,3610.8408,NA,4925743,NA
Georgia,GEO,1996,9.11087,4030.8848,NA,4812774,NA
Georgia,GEO,1997,12.19064,4480.898,NA,4695360,NA
Georgia,GEO,1998,10.22062,4619.905,NA,4576449,NA
Georgia,GEO,1999,14.1189,4763.3506,NA,4455583,NA
Georgia,GEO,2000,19.17698,4891.664,NA,4328363,NA
Georgia,GEO,2001,19.16152,5125.1274,NA,4209640,NA
Georgia,GEO,2002,19.20503,5406.953,NA,4127853,NA
Georgia,GEO,2003,23.28754,6013.0093,NA,4085489,NA
Georgia,GEO,2004,23.16309,6342.708,NA,4056076,NA
Georgia,GEO,2005,21.63347,6849.789,NA,4026135,NA
Georgia,GEO,2006,21.39434,7398.0527,NA,3996585,NA
Georgia,GEO,2007,16.99785,8300.144,NA,3967592,NA
Georgia,GEO,2008,19.51741,8461.917,NA,3941193,NA
Georgia,GEO,2009,16.095580000000002,8062.084,NA,3918936,NA
Georgia,GEO,2010,18.6727,8443.437,NA,3895933,NA
Georgia,GEO,2011,18.5511,8946,NA,3868723,NA
Georgia,GEO,2012,15.59823,9497.121,NA,3839208,NA
Georgia,GEO,2013,18.02659,9856.679,NA,3809128,NA
Georgia,GEO,2014,17.32762,10307.604,NA,3792921,NA
Germany,DEU,1871,13.90272,2896,NA,40066395,NA
Germany,DEU,1872,12.68171,3078,NA,40487243,NA
Germany,DEU,1873,12.26744,3186,NA,40927508,NA
Germany,DEU,1874,12.27807,3386,NA,41372550,NA
Germany,DEU,1875,13.13527,3366,NA,41822422,NA
Germany,DEU,1876,12.7552,3301,NA,42277176,NA
Germany,DEU,1877,13.88701,3241,NA,42736865,NA
Germany,DEU,1878,13.48831,3352,NA,43201541,NA
Germany,DEU,1879,15.12909,3234,NA,43659611,NA
Germany,DEU,1880,16.48439,3174,NA,44110884,NA
Germany,DEU,1881,16.53624,3228,NA,44555169,NA
Germany,DEU,1882,18.18447,3258,NA,44992270,NA
Germany,DEU,1883,17.07954,3416,NA,45421989,NA
Germany,DEU,1884,16.24239,3472,NA,45855801,NA
Germany,DEU,1885,14.35037,3532,NA,46293746,NA
Germany,DEU,1886,14.83947,3524,NA,46735862,NA
Germany,DEU,1887,15.26976,3626,NA,47182190,NA
Germany,DEU,1888,14.90029,3732,NA,47632769,NA
Germany,DEU,1889,13.00991,3792,NA,48129782,NA
Germany,DEU,1890,13.098,3870,NA,48674276,NA
Germany,DEU,1891,13.37849,3821,NA,49267320,NA
Germany,DEU,1892,11.47096,3936,NA,49910000,NA
Germany,DEU,1893,11.87732,4089,NA,50603420,NA
Germany,DEU,1894,11.51594,4141,NA,51306462,NA
Germany,DEU,1895,12.36798,4281,NA,52019260,NA
Germany,DEU,1896,12.17467,4368,NA,52741949,NA
Germany,DEU,1897,11.75991,4423,NA,53474665,NA
Germany,DEU,1898,12.09932,4540,NA,54217548,NA
Germany,DEU,1899,12.20019,4631,NA,54984276,NA
Germany,DEU,1900,12.97197,4758,NA,55775391,NA
Germany,DEU,1901,13.04231,4576,NA,56591445,NA
Germany,DEU,1902,13.76091,4611,NA,57433002,NA
Germany,DEU,1903,13.42304,4795,NA,58300637,NA
Germany,DEU,1904,13.20934,4914,NA,59181365,NA
Germany,DEU,1905,13.52936,4948,NA,60075384,NA
Germany,DEU,1906,14.26899,5024,NA,60982895,NA
Germany,DEU,1907,14.765,5172,NA,61904101,NA
Germany,DEU,1908,14.09833,5187,NA,62839208,NA
Germany,DEU,1909,13.86417,5220,NA,63557664,NA
Germany,DEU,1910,15.15768,5337,NA,64056716,NA
Germany,DEU,1911,15.52805,5432,NA,64333569,NA
Germany,DEU,1912,15.88987,5617,NA,64385385,NA
Germany,DEU,1913,17.88334,5815,NA,64209282,NA
Germany,DEU,1914,17.26246,4876,NA,64033646,NA
Germany,DEU,1915,3.17171,4621,NA,63858476,NA
Germany,DEU,1916,5.45901,4678,NA,63683770,NA
Germany,DEU,1917,4.61199,4705,NA,63509528,NA
Germany,DEU,1919,2.09227,4122,NA,63226761,NA
Germany,DEU,1920,6.70614,4457,NA,63273356,NA
Germany,DEU,1921,6.97644,4906,NA,63445847,NA
Germany,DEU,1922,0.05218,5310,NA,63744670,NA
Germany,DEU,1923,8.1e-4,4383,NA,64170268,NA
Germany,DEU,1924,0,5099,NA,64598707,NA
Germany,DEU,1925,12.92333,5630,NA,65030007,NA
Germany,DEU,1926,15.39231,5746,NA,65464186,NA
Germany,DEU,1927,12.45448,6282,NA,65901264,NA
Germany,DEU,1928,13.47431,6519,NA,66341260,NA
Germany,DEU,1929,16.36316,6457,NA,66789491,NA
Germany,DEU,1930,16.44366,6333,NA,67246048,NA
Germany,DEU,1931,16.75334,5821,NA,67711026,NA
Germany,DEU,1932,11.48809,5359,NA,68184518,NA
Germany,DEU,1933,8.71577,5668,NA,68666619,NA
Germany,DEU,1934,6.2436,6150,NA,69152129,NA
Germany,DEU,1935,5.62558,6567,NA,69641071,NA
Germany,DEU,1936,5.71877,7095,NA,70133471,NA
Germany,DEU,1937,6.23251,7468,NA,70629352,NA
Germany,DEU,1938,4.99623,7960,NA,71128740,NA
Germany,DEU,1939,4.88713,8617,NA,71499194,NA
Germany,DEU,1940,4.06479,8612,NA,71740083,NA
Germany,DEU,1941,6.84304,9103,NA,71850770,NA
Germany,DEU,1942,5.90597,9149,NA,71830612,NA
Germany,DEU,1943,6.57779,9389,NA,71678963,NA
Germany,DEU,1948,3.81934,4517,NA,70925507,NA
Germany,DEU,1949,5.5357,5231,NA,70888212,NA
Germany,DEU,1950,8.43998,6186,NA,69847777,NA
Germany,DEU,1951,12.06159,6704,NA,69782048,NA
Germany,DEU,1952,12.29067,7257,NA,69826946,NA
Germany,DEU,1953,12.54,7818,NA,69935116,NA
Germany,DEU,1954,13.87434,8364,NA,70104623,NA
Germany,DEU,1955,14.16106,9240,NA,70334148,NA
Germany,DEU,1956,15.42392,9846,NA,70613899,NA
Germany,DEU,1957,16.52634,10348,NA,71088144,NA
Germany,DEU,1958,15.89714,10739,NA,71694672,NA
Germany,DEU,1959,16.3639,11440,NA,72241715,NA
Germany,DEU,1960,15.80311,12282,NA,72811637,NA
Germany,DEU,1961,15.37501,12675,NA,73376111,NA
Germany,DEU,1962,14.67406,13106,NA,73997001,NA
Germany,DEU,1963,15.24034,13367,NA,74698006,NA
Germany,DEU,1964,15.41305,14062,NA,75313477,NA
Germany,DEU,1965,15.5897,14642,NA,75966964,NA
Germany,DEU,1966,16.52491,14964,NA,76611028,NA
Germany,DEU,1967,17.60664,14979,NA,76970793,NA
Germany,DEU,1968,18.654419999999998,15723,NA,77321278,NA
Germany,DEU,1969,19.19695,16641,NA,77944023,NA
Germany,DEU,1970,15.92071,17277,NA,78205102,NA
Germany,DEU,1971,15.64693,17657,NA,78345873,NA
Germany,DEU,1972,15.64752,18301,NA,78719923,NA
Germany,DEU,1973,17.03469,19074,NA,78966976,NA
Germany,DEU,1974,20.11052,19228,NA,78996693,NA
Germany,DEU,1975,18.43549,19193,NA,78701861,NA
Germany,DEU,1976,19.68625,20218,NA,78364503,NA
Germany,DEU,1977,19.72649,20837,NA,78185560,NA
Germany,DEU,1978,19.3324,21447,NA,78115357,NA
Germany,DEU,1979,19.59646,22305,NA,78147899,NA
Germany,DEU,1980,20.37202,22497,NA,78315374,NA
Germany,DEU,1981,22.07969,22553,NA,78448044,NA
Germany,DEU,1982,22.80368,22380,NA,78393671,NA
Germany,DEU,1983,22.06707,22840,NA,78224137,NA
Germany,DEU,1984,23.77072,23564,NA,77998199,NA
Germany,DEU,1985,25.20036,24133,NA,77863423,NA
Germany,DEU,1986,23.34278,24657,NA,77923807,NA
Germany,DEU,1987,22.74384,25027,NA,78062321,NA
Germany,DEU,1988,23.16274,25759,NA,78385993,NA
Germany,DEU,1989,24.49353,26393,NA,79007063,NA
Germany,DEU,1990,23.18626,25391,NA,79707964,NA
Germany,DEU,1991,21.65399,26769.96,NA,80303189,NA
Germany,DEU,1992,20.03198,27385.055,NA,80934901,NA
Germany,DEU,1993,17.60934,27250.701,NA,81486770,NA
Germany,DEU,1994,19.10301,28140.057,NA,81773612,NA
Germany,DEU,1995,19.65203,28868.945,NA,82019890,NA
Germany,DEU,1996,20.48038,29349.982,NA,82263195,NA
Germany,DEU,1997,23.05375,30186.945,NA,82389631,NA
Germany,DEU,1998,24.10663,31129.584,NA,82011933,NA
Germany,DEU,1999,24.34411,32087.604,NA,81678279,NA
Germany,DEU,2000,28.14908,33367.285,NA,81797255,NA
Germany,DEU,2001,29.24438,34260.29,NA,81933883,NA
Germany,DEU,2002,29.48624,34590.93,NA,82068328,NA
Germany,DEU,2003,29.61915,34716.44,NA,82111619,NA
Germany,DEU,2004,32.34234,35528.715,NA,82092706,NA
Germany,DEU,2005,34.14708,36205.574,NA,82046731,NA
Germany,DEU,2006,36.93322,38014.137,NA,81701971,NA
Germany,DEU,2007,38.43627,39752.207,NA,81298546,NA
Germany,DEU,2008,38.62257,40715.434,NA,81110781,NA
Germany,DEU,2009,32.7855,38962.938,NA,80935275,NA
Germany,DEU,2010,35.97514,41109.582,NA,80830917,NA
Germany,DEU,2011,37.90278,43189,NA,80857877,NA
Germany,DEU,2012,38.7139,43288.32,NA,80916393,NA
Germany,DEU,2013,37.66123,43359.137,NA,81041580,NA
Germany,DEU,2014,37.60722,44132.758,NA,81376078,NA
Ghana,GHA,1950,37.24513,1788,NA,5080664,NA
Ghana,GHA,1951,36.34815,1808,NA,5229134,NA
Ghana,GHA,1952,34.85793,1728,NA,5387493,NA
Ghana,GHA,1953,33.28912,1916,NA,5553968,NA
Ghana,GHA,1954,38.06383,2099,NA,5729429,NA
Ghana,GHA,1955,30.69143,1913,NA,5914931,NA
Ghana,GHA,1956,26.79421,1970,NA,6109604,NA
Ghana,GHA,1957,27.07373,1978,NA,6312496,NA
Ghana,GHA,1958,29.26955,1892,NA,6520155,NA
Ghana,GHA,1959,27.87882,2106,NA,6735546,NA
Ghana,GHA,1960,26.7164,2197,NA,6961216,NA
Ghana,GHA,1961,24.74141,2212,NA,7162672,NA
Ghana,GHA,1962,23.33427,2257,NA,7337377,NA
Ghana,GHA,1963,19.76898,2270,NA,7514721,NA
Ghana,GHA,1964,18.55257,2254,NA,7695743,NA
Ghana,GHA,1965,15.47143,2220,NA,7882609,NA
Ghana,GHA,1966,12.60875,2158,NA,8074529,NA
Ghana,GHA,1967,17.46235,2134,NA,8271925,NA
Ghana,GHA,1968,21.10894,2101,NA,8475734,NA
Ghana,GHA,1969,20.63422,2112,NA,8690384,NA
Ghana,GHA,1970,20.67919,2270,NA,8925814,NA
Ghana,GHA,1971,16.23632,2377,NA,9176264,NA
Ghana,GHA,1972,20.3342,2235,NA,9438189,NA
Ghana,GHA,1973,25.42526,2227,NA,9714615,NA
Ghana,GHA,1974,25.20161,2319,NA,10000528,NA
Ghana,GHA,1975,28.78726,1988,NA,10294313,NA
Ghana,GHA,1976,29.99177,1878,NA,10594918,NA
Ghana,GHA,1977,36.97299,1882,NA,10911870,NA
Ghana,GHA,1978,31.07909,2008,NA,11248452,NA
Ghana,GHA,1979,26.36327,1929,NA,11597252,NA
Ghana,GHA,1980,27.12707,1844,NA,11941452,NA
Ghana,GHA,1981,24.78092,1820,NA,12281722,NA
Ghana,GHA,1982,24.7588,1661,NA,12643821,NA
Ghana,GHA,1983,17.59383,1487,NA,13029841,NA
Ghana,GHA,1984,11.67501,1530,NA,13370592,NA
Ghana,GHA,1985,13.79686,1559,NA,13661238,NA
Ghana,GHA,1986,16.22541,1575,NA,13965222,NA
Ghana,GHA,1987,20.61457,1605,NA,14289112,NA
Ghana,GHA,1988,20.37381,1648,NA,14636577,NA
Ghana,GHA,1989,19.84111,1685,NA,15006814,NA
Ghana,GHA,1990,22.3842,1693,NA,15394649,NA
Ghana,GHA,1991,17.69409,1742.6276,NA,15787495,NA
Ghana,GHA,1992,19.28639,1771.6003,NA,16184862,NA
Ghana,GHA,1993,20.34729,1791.1127,NA,16589520,NA
Ghana,GHA,1994,29.44582,1813.6117,NA,16993191,NA
Ghana,GHA,1995,24.13735,1856.5728,NA,17399023,NA
Ghana,GHA,1996,24.01904,1907.9348,NA,17810184,NA
Ghana,GHA,1997,22.96925,1964.9125,NA,18238961,NA
Ghana,GHA,1998,24.18025,2017.9895,NA,18688042,NA
Ghana,GHA,1999,23.24392,2066.7412,NA,19149874,NA
Ghana,GHA,2000,30.02339,2100.293,NA,19637087,NA
Ghana,GHA,2001,27.76491,2143.1062,NA,20167073,NA
Ghana,GHA,2002,26.80298,2192.0203,NA,20729392,NA
Ghana,GHA,2003,26.26564,2256.8174,NA,21296708,NA
Ghana,GHA,2004,25.87203,2329.5156,NA,21868298,NA
Ghana,GHA,2005,22.58109,2411.2876,NA,22449443,NA
Ghana,GHA,2006,13.9495,2503.9578,NA,23040704,NA
Ghana,GHA,2007,13.91266,2553.1658,NA,23642284,NA
Ghana,GHA,2008,15.49447,2725.7883,NA,24249946,NA
Ghana,GHA,2009,13.55859,2793.8708,NA,24862668,NA
Ghana,GHA,2010,13.59976,2946.0393,NA,25475001,NA
Ghana,GHA,2011,21.68112,3283,NA,26095090,NA
Ghana,GHA,2012,18.73073,3467.1042,NA,26734272,NA
Ghana,GHA,2013,17.97881,3621.6008,NA,27386192,NA
Ghana,GHA,2014,25.54579,3627.8384,NA,28041591,NA
Greece,GRC,1839,8.94871,2020,NA,2751930,NA
Greece,GRC,1849,16.03509,1591,NA,3016425,NA
Greece,GRC,1850,13.95043,1607,NA,3044219,NA
Greece,GRC,1851,12.83538,1969,NA,3072720,NA
Greece,GRC,1852,8.10285,1663,NA,3101474,NA
Greece,GRC,1853,7.77334,1822,NA,3130486,NA
Greece,GRC,1854,5.04752,1908,NA,3159768,NA
Greece,GRC,1855,9.09842,2007,NA,3189325,NA
Greece,GRC,1856,15.17163,1757,NA,3219158,NA
Greece,GRC,1857,15.08916,2278,NA,3249270,NA
Greece,GRC,1858,16.12963,2197,NA,3279663,NA
Greece,GRC,1859,13.23895,2161,NA,3310359,NA
Greece,GRC,1860,15.76813,2125,NA,3341361,NA
Greece,GRC,1861,16.63548,2262,NA,3372671,NA
Greece,GRC,1862,16.18225,2283,NA,3404292,NA
Greece,GRC,1863,12.48956,2039,NA,3436229,NA
Greece,GRC,1864,11.7478,1854,NA,3468464,NA
Greece,GRC,1865,20.29789,1981,NA,3501002,NA
Greece,GRC,1866,19.04684,1890,NA,3533846,NA
Greece,GRC,1867,18.93457,1997,NA,3566997,NA
Greece,GRC,1868,16.54288,2020,NA,3600459,NA
Greece,GRC,1869,21.7595,1992,NA,3634972,NA
Greece,GRC,1870,14.75141,1938,NA,3670555,NA
Greece,GRC,1871,21.25606,1859,NA,3707223,NA
Greece,GRC,1872,22.57748,1806,NA,3744997,NA
Greece,GRC,1873,23.79364,2128,NA,3783894,NA
Greece,GRC,1874,22.61305,2013,NA,3823195,NA
Greece,GRC,1875,26.17114,1929,NA,3862904,NA
Greece,GRC,1876,21.47026,1921,NA,3903025,NA
Greece,GRC,1877,18.55843,1804,NA,3943563,NA
Greece,GRC,1878,19.79897,1985,NA,3984522,NA
Greece,GRC,1879,19.68556,2063,NA,4025888,NA
Greece,GRC,1880,20.4071,2028,NA,4067664,NA
Greece,GRC,1881,20.55576,1970,NA,4109855,NA
Greece,GRC,1882,20.07962,2098,NA,4152465,NA
Greece,GRC,1883,20.64484,2091,NA,4195498,NA
Greece,GRC,1884,18.06651,2351,NA,4238976,NA
Greece,GRC,1885,18.79465,2536,NA,4282905,NA
Greece,GRC,1886,18.46291,2426,NA,4327290,NA
Greece,GRC,1887,23.11736,2511,NA,4372134,NA
Greece,GRC,1888,20.96784,2566,NA,4417442,NA
Greece,GRC,1889,24.48914,2391,NA,4463233,NA
Greece,GRC,1890,20.70253,2257,NA,4509512,NA
Greece,GRC,1891,21.14312,1967,NA,4556282,NA
Greece,GRC,1892,15.46636,2053,NA,4603551,NA
Greece,GRC,1893,15.98996,2185,NA,4651322,NA
Greece,GRC,1894,14.86553,2233,NA,4699590,NA
Greece,GRC,1895,14.06085,2149,NA,4748357,NA
Greece,GRC,1896,13.05554,2359,NA,4797631,NA
Greece,GRC,1897,16.00789,2004,NA,4847416,NA
Greece,GRC,1898,15.47636,2165,NA,4897718,NA
Greece,GRC,1899,17.31707,2209,NA,4945307,NA
Greece,GRC,1900,17.59724,1972,NA,4990133,NA
Greece,GRC,1901,14.15919,1890,NA,5032141,NA
Greece,GRC,1902,12.53825,2423,NA,5071280,NA
Greece,GRC,1903,13.78239,2367,NA,5107496,NA
Greece,GRC,1904,15.89652,2498,NA,5143970,NA
Greece,GRC,1905,14.49296,2560,NA,5180704,NA
Greece,GRC,1906,20.51225,2530,NA,5217700,NA
Greece,GRC,1907,18.24582,2565,NA,5254961,NA
Greece,GRC,1908,17.3873,2550,NA,5292488,NA
Greece,GRC,1909,14.79409,2601,NA,5330209,NA
Greece,GRC,1910,21.9408,2592,NA,5368127,NA
Greece,GRC,1911,16.63645,3231,NA,5406242,NA
Greece,GRC,1912,17.7214,3135,NA,5444555,NA
Greece,GRC,1913,13.89015,1876,NA,5483067,NA
Greece,GRC,1914,14.4847,2394,NA,5521851,NA
Greece,GRC,1915,15.34264,1822,NA,5560909,NA
Greece,GRC,1916,8.23186,1549,NA,5600243,NA
Greece,GRC,1917,4.20227,1352,NA,5639856,NA
Greece,GRC,1918,7.07791,2279,NA,5678901,NA
Greece,GRC,1919,20.15964,2031,NA,5722766,NA
Greece,GRC,1920,12.72023,2284,NA,5771532,NA
Greece,GRC,1921,13.8381,3057,NA,5825284,NA
Greece,GRC,1922,23.08877,3129,NA,5884107,NA
Greece,GRC,1923,15.36362,3169,NA,5948086,NA
Greece,GRC,1924,15.76381,3279,NA,6012762,NA
Greece,GRC,1925,19.06446,3411,NA,6078140,NA
Greece,GRC,1926,19.27915,3475,NA,6144230,NA
Greece,GRC,1927,19.56289,3539,NA,6211038,NA
Greece,GRC,1928,18.83161,3561,NA,6278572,NA
Greece,GRC,1929,21.48955,3733,NA,6350526,NA
Greece,GRC,1930,18.65234,3599,NA,6426998,NA
Greece,GRC,1931,13.99908,3402,NA,6508088,NA
Greece,GRC,1932,13.83652,3649,NA,6593900,NA
Greece,GRC,1933,13.44199,3818,NA,6684536,NA
Greece,GRC,1934,13.00682,3854,NA,6776418,NA
Greece,GRC,1935,15.9459,3953,NA,6869563,NA
Greece,GRC,1936,15.80297,3913,NA,6963989,NA
Greece,GRC,1937,16.87443,4414,NA,7059712,NA
Greece,GRC,1938,18.2245,4267,NA,7156751,NA
Greece,GRC,1939,16.7772,4205,NA,7240587,NA
Greece,GRC,1950,4.05909,3052,NA,7651080,NA
Greece,GRC,1951,3.87949,3287,NA,7712877,NA
Greece,GRC,1952,4.64281,3272,NA,7775542,NA
Greece,GRC,1953,6.26628,3681,NA,7841269,NA
Greece,GRC,1954,7.18009,3759,NA,7910866,NA
Greece,GRC,1955,7.4887,4007,NA,7984712,NA
Greece,GRC,1956,7.43901,4313,NA,8060992,NA
Greece,GRC,1957,7.26433,4557,NA,8136981,NA
Greece,GRC,1958,7.29304,4723,NA,8214992,NA
Greece,GRC,1959,6.18182,4846,NA,8297713,NA
Greece,GRC,1960,4.60899,5015,NA,8384481,NA
Greece,GRC,1961,4.61499,5408,NA,8447007,NA
Greece,GRC,1962,4.66066,5577,NA,8473374,NA
Greece,GRC,1963,4.87774,6122,NA,8488373,NA
Greece,GRC,1964,4.62105,6601,NA,8503997,NA
Greece,GRC,1965,4.3102,7187,NA,8521368,NA
Greece,GRC,1966,4.80155,7570,NA,8579992,NA
Greece,GRC,1967,5.41551,7892,NA,8655153,NA
Greece,GRC,1968,5.14318,8394,NA,8717917,NA
Greece,GRC,1969,5.02597,9191,NA,8747070,NA
Greece,GRC,1970,5.15673,9900,NA,8747778,NA
Greece,GRC,1971,5.07641,10559,NA,8787033,NA
Greece,GRC,1972,5.57995,11795,NA,8849378,NA
Greece,GRC,1973,6.60667,12202,NA,8893403,NA
Greece,GRC,1974,8.04658,11716,NA,8929112,NA
Greece,GRC,1975,8.97361,12309,NA,9016969,NA
Greece,GRC,1976,8.78447,12919,NA,9160213,NA
Greece,GRC,1977,8.92466,13158,NA,9282023,NA
Greece,GRC,1978,9.06641,13860,NA,9389968,NA
Greece,GRC,1979,9.55003,14193,NA,9526010,NA
Greece,GRC,1980,10.26676,14300,NA,9653418,NA
Greece,GRC,1981,11.85211,14180,NA,9754400,NA
