CountryName,Year,Value of global merchandise exports as a share of GDP,GDP per capita,Population (historical),CurrentYearTotalTradeValue,PreviousYearTotalTradeValue,GrowthPercentage,AverageGrowthPercentage,AnnualTradeValue
Afghanistan,2009,3.93394,1557.3207,27466101,806882.012,1080131.188,-25.3,5.51,806882.012
Afghanistan,2010,3.47335,1627.6716,28284088,776967.274,806882.012,-3.71,5.51,776967.274
Afghanistan,2011,2.88153,1792,29347709,751701.87,776967.274,-3.25,5.51,751701.87
Afghanistan,2012,2.68593,1945,30560036,857805.42,751701.87,14.12,5.51,857805.42
Afghanistan,2013,3.31999,2025,31622708,1029945.966,857805.42,20.07,5.51,1029945.966
Afghanistan,2014,3.66463,2022,32792527,1141068.014,1029945.966,10.79,5.51,1141068.014
Albania,1997,10.97035,3526.9856,3229665,275362.021,422280.797,-34.79,25.56,275362.021
Albania,1998,10.33607,3873.373,3210133,415307.604,275362.021,50.82,25.56,415307.604
Albania,1999,8.0701,4432.0425,3188596,702195.648,415307.604,69.08,25.56,702195.648
Albania,2000,10.25662,4808.4795,3166147,522951.56,702195.648,-25.53,25.56,522951.56
Albania,2001,8.70942,5285.809,3147941,609861.401,522951.56,16.62,25.56,609861.401
Albania,2002,7.94269,5608.9624,3134094,660482.994,609861.401,8.3,25.56,660482.994
Albania,2003,8.10718,6004.645,3118092,894441.093,660482.994,35.42,25.56,894441.093
Albania,2004,8.38121,6419.8706,3098663,1205306.718,894441.093,34.76,25.56,1205306.718
Albania,2005,7.74527,6858.4673,3076155,393098.873,1205306.718,-67.39,25.56,393098.873
Albania,2006,8.32368,7347.33,3050804,476665.189,393098.873,21.26,25.56,476665.189
Albania,2007,9.51461,7866.1577,3022887,2155380.715,476665.189,352.18,25.56,2155380.715
Albania,2008,10.41684,8522.13,2992933,1088107.114,2155380.715,-49.52,25.56,1088107.114
Albania,2009,9.13642,8859.472,2961487,2175829.799,1088107.114,99.96,25.56,2175829.799
Albania,2010,13.03174,9222.973,2928730,3099911.449,2175829.799,42.47,25.56,3099911.449
Albania,2011,15.13863,9484,2911500,3896414.613,3099911.449,25.69,25.56,3896414.613
Albania,2012,15.98169,9634.334,2910003,3935837.89,3896414.613,1.01,25.56,3935837.89
Albania,2013,17.98306,9748.728,2907570,4663043.855,3935837.89,18.48,25.56,4663043.855
Albania,2014,17.61166,9942.276,2903748,4861447.289,4663043.855,4.25,25.56,4861447.289
Algeria,1993,22.4888,4816.924,27277040,20195330.56,22273603.93,-9.33,8.29,20195330.56
Algeria,1994,23.45392,4856.9854,27887276,17187612.51,20195330.56,-14.89,8.29,17187612.51
Algeria,1995,28.07633,5142.384,28470194,18713360.62,17187612.51,8.88,8.29,18713360.62
Algeria,1996,29.99978,5451.6343,29033045,22198443.62,18713360.62,18.62,8.29,22198443.62
Algeria,1997,31.92413,5638.48,29579300,27788247.06,22198443.62,25.18,8.29,27788247.06
Algeria,1998,24.80063,6069.7773,30054135,19677175.86,27788247.06,-29.19,8.29,19677175.86
Algeria,1999,27.82548,6421.5083,30474359,25050553.26,19677175.86,27.31,8.29,25050553.26
Algeria,2000,42.03765,6834.5537,30903895,44062575.29,25050553.26,75.89,8.29,44062575.29
Algeria,2001,40.02446,7218.2456,31331226,38295238.38,44062575.29,-13.09,8.29,38295238.38
Algeria,2002,37.43042,7814.8384,31750833,37664818.51,38295238.38,-1.65,8.29,37664818.51
Algeria,2003,40.45809,8590.178,32175813,49307311.58,37664818.51,30.91,8.29,49307311.58
Algeria,2004,41.29974,9182.294,32628286,64153583.4,49307311.58,30.11,8.29,64153583.4
Algeria,2005,46.97941,9969.623,33109258,92003470.97,64153583.4,43.41,8.29,92003470.97
Algeria,2006,51.4679,10385.779,33623505,109225443.6,92003470.97,18.72,8.29,109225443.6
Algeria,2007,47.18079,10974.742,34189420,120326320.7,109225443.6,10.16,8.29,120326320.7
Algeria,2008,49.11692,11475.002,34816962,158595183,120326320.7,31.8,8.29,158595183
Algeria,2009,34.84475,11907.021,35490443,90387840.48,158595183,-43.01,8.29,90387840.48
Algeria,2010,35.39084,12587.744,36188236,114101947.1,90387840.48,26.24,8.29,114101947.1
Algeria,2011,36.74575,13204,36903375,146872612.2,114101947.1,28.72,8.29,146872612.2
Algeria,2012,34.37871,13392.944,37646164,143731498,146872612.2,-2.14,8.29,143731498
Algeria,2013,31.45064,13508.265,38414176,131996275.2,143731498,-8.16,8.29,131996275.2
Algeria,2014,29.49998,13760.384,39205035,120775378.6,131996275.2,-8.5,8.29,120775378.6
Angola,1991,23.58351,1437.1472,12023533,6819340.741,7820656.016,-12.8,0,6819340.741
Angola,2010,60.82996,7520.6655,23294821,105224229.5,81278823.46,29.46,0,105224229.5
Angola,2011,57.43282,8016,24218358,132854780.4,105224229.5,26.26,0,132854780.4
Angola,2012,58.12221,8376.946,25177399,141726152.8,132854780.4,6.68,0,141726152.8
Angola,2013,53.05933,8463.942,26165616,135425053.1,141726152.8,-4.45,0,135425053.1
Angola,2014,48.72895,8548.293,27160766,117344738.4,135425053.1,-13.35,0,117344738.4
Argentina,1993,5.76502,12926.795,34152718,26235490.44,24469877.06,7.22,6.41,26235490.43
Argentina,1994,6.49645,13571.38,34613491,31677303.01,26235490.44,20.74,6.41,31677303.01
Argentina,1995,8.29102,13086.036,35070016,41925149.04,31677303.01,32.35,6.41,41925149.04
Argentina,1996,9.11852,13715.227,35513794,47619255.72,41925149.04,13.58,6.41,47619255.72
Argentina,1997,9.08848,14722.6455,35947790,52861640.71,47619255.72,11.01,6.41,52861640.71
Argentina,1998,9.12288,15185.959,36372863,52867341.54,52861640.71,0.01,6.41,52867341.53
Argentina,1999,8.60348,14577.832,36794686,46665320.16,52867341.54,-11.73,6.41,46665320.16
Argentina,2000,9.57567,14368.942,37213985,52682058.39,46665320.16,12.89,6.41,52682058.39
Argentina,2001,10.47025,13651.981,37624818,53220110.67,52682058.39,1.02,6.41,53220110.67
Argentina,2002,28.16442,12094.772,38029346,51418742.22,53220110.67,-3.38,6.41,51418742.22
Argentina,2003,25.16316,13088.565,38424284,59877504,51418742.22,16.45,6.41,59877504
Argentina,2004,21.41659,14183.226,38815915,69151411.04,59877504,15.49,6.41,69151411.04
Argentina,2005,20.08573,15344.157,39216787,80212772.18,69151411.04,16,6.41,80212772.18
Argentina,2006,18.83837,16490.473,39622113,93092448.16,80212772.18,16.06,6.41,93092448.16
Argentina,2007,18.94835,17891.943,40016766,111559159.7,93092448.16,19.84,6.41,111559159.7
Argentina,2008,19.60466,18520.305,40424149,140037701.6,111559159.7,25.53,6.41,140037701.6
Argentina,2009,15.74389,17328.977,40854832,111344237.2,140037701.6,-20.49,6.41,111344237.2
Argentina,2010,15.33964,18979.992,41288694,136348893.2,111344237.2,22.46,6.41,136348893.2
Argentina,2011,15.38905,20003,41730655,165962182.6,136348893.2,21.72,6.41,165962182.6
Argentina,2012,14.14788,19573.963,42161718,159964759.2,165962182.6,-3.61,6.41,159964759.2
Argentina,2013,13.17487,19821.643,42582454,151925962.7,159964759.2,-5.03,6.41,151925962.7
Argentina,2014,13.49257,19112.232,43024072,136808693.2,151925962.7,-9.95,6.41,136808693.2
Armenia,2000,15.71949,5139.8257,3125630,407773.518,463332.474,-11.99,14.47,407773.518
Armenia,2001,16.12637,5457.5103,3084350,423975.275,407773.518,3.97,14.47,423975.275
Armenia,2002,21.22903,6082.146,3055635,845546.644,423975.275,99.43,14.47,845546.644
Armenia,2003,24.42409,6743.241,3038976,1119226.06,845546.644,32.37,14.47,1119226.06
Armenia,2004,20.21215,7229.6484,3022544,1247901.468,1119226.06,11.5,14.47,1247901.468
Armenia,2005,19.87404,8006.9604,3006360,1611149.335,1247901.468,29.11,14.47,1611149.335
Armenia,2006,15.4298,8798.75,2990371,1714049.535,1611149.335,6.39,14.47,1714049.535
Armenia,2007,12.51643,9713.213,2974825,1630140.424,1714049.535,-4.9,14.47,1630140.424
Armenia,2008,9.06497,10080.8125,2959996,1813564.24,1630140.424,11.25,14.47,1813564.24
Armenia,2009,8.06886,8399.087,2945518,1171309.992,1813564.24,-35.41,14.47,1171309.992
Armenia,2010,11.24209,8330.812,2931083,1735950.282,1171309.992,48.21,14.47,1735950.282
Armenia,2011,13.15643,8465,2923267,2209055.353,1735950.282,27.25,14.47,2209055.353
Armenia,2012,13.44832,9076.433,2922528,2560129.036,2209055.353,15.89,14.47,2560129.036
Armenia,2013,13.30787,9395.087,2922528,2718087.806,2560129.036,6.17,14.47,2718087.806
Armenia,2014,13.46885,9745.136,2922433,2740206.012,2718087.806,0.81,14.47,2740206.012
Australia,1989,13.32485,27407,16869361,68840017.13,62339015.94,10.43,8.5,68840017.13
Australia,1990,13.60011,27373,17126301,74755602.07,68840017.13,8.59,8.5,74755602.07
Australia,1991,13.24337,26861.275,17353191,78175530.66,74755602.07,4.57,8.5,78175530.66
Australia,1992,13.43908,27560.178,17549282,80453919.31,78175530.66,2.91,8.5,80453919.31
Australia,1993,13.84326,28622.477,17722905,79705724.74,80453919.31,-0.93,8.5,79705724.74
Australia,1994,15.15773,29844.172,17897430,90178450.94,79705724.74,13.14,8.5,90178450.94
Australia,1995,14.86179,30690.062,18095338,100769357.3,90178450.94,11.74,8.5,100769357.3
Australia,1996,15.36616,31740.47,18305299,114689019.4,100769357.3,13.81,8.5,114689019.4
Australia,1997,14.49724,32857.992,18504909,119682115.7,114689019.4,4.35,8.5,119682115.7
Australia,1998,14.02628,34337.14,18701707,105605232.1,119682115.7,-11.76,8.5,105605232.1
Australia,1999,14.47086,35551.02,18909979,102159751.9,105605232.1,-3.26,8.5,102159751.9
Australia,2000,15.42298,36603.047,19132473,127532668.5,102159751.9,24.84,8.5,127532668.5
Australia,2001,17.16881,37275.992,19365437,126576377.2,127532668.5,-0.75,8.5,126576377.2
Australia,2002,16.54561,38567.066,19595357,129968334.5,126576377.2,2.68,8.5,129968334.5
Australia,2003,15.20424,39523.656,19819450,140576470.8,129968334.5,8.16,8.5,140576470.8
Australia,2004,14.63884,40887.727,20046680,172968075.5,140576470.8,23.04,8.5,172968075.5
Australia,2005,15.70719,41904.445,20294490,212022101.4,172968075.5,22.58,8.5,212022101.4
Australia,2006,17.06393,42650.984,20590565,246648945.5,212022101.4,16.33,8.5,246648945.5
Australia,2007,17.22368,44033.582,20954545,282363024.8,246648945.5,14.48,8.5,282363024.8
Australia,2008,18.22655,44421.64,21370595,373706027.2,282363024.8,32.35,8.5,373706027.2
Australia,2009,17.46909,44686.543,21783014,307799151.9,373706027.2,-17.64,8.5,307799151.9
Australia,2010,18.52895,45400.223,22141583,424217452.6,307799151.9,37.82,8.5,424217452.6
Australia,2011,19.48351,46132,22479778,538846770.9,424217452.6,27.02,8.5,538846770.9
Australia,2012,16.74795,47045.13,22852649,512485826,538846770.9,-4.89,8.5,512485826
Australia,2013,16.21195,47260.953,23236271,504310210.6,512485826,-1.6,8.5,504310210.6
Australia,2014,16.88212,47753.848,23595599,480889367.7,504310210.6,-4.64,8.5,480889367.7
Austria,1989,25.82201,26078,7620406,64858303.96,62175416.47,4.32,5.94,64858303.95
Austria,1990,25.33664,26930,7679626,83761445.15,64858303.96,29.15,5.94,83761445.15
Austria,1991,24.70409,27689.771,7757140,82171619.07,83761445.15,-1.9,5.94,82171619.07
Austria,1992,23.63032,28072.44,7842716,88869608.05,82171619.07,8.15,5.94,88869608.05
Austria,1993,22.90169,28101.229,7907492,80318151.37,88869608.05,-9.62,5.94,80318151.37
Austria,1994,23.17926,28780.76,7938156,90144367.72,80318151.37,12.23,5.94,90144367.72
Austria,1995,23.93405,29621.682,7950322,115165864.3,90144367.72,27.76,5.94,115165864.3
Austria,1996,24.42941,30413.156,7960918,115660913.3,115165864.3,0.43,5.94,115660913.3
Austria,1997,27.64099,31173.049,7969802,113427439.9,115660913.3,-1.93,5.94,113427439.9
Austria,1998,28.21788,32376.33,7978465,121713665.2,113427439.9,7.31,5.94,121713665.2
Austria,1999,30.43231,33608.297,7993895,118543109.3,121713665.2,-2.6,5.94,118543109.3
Austria,2000,34.34234,34796.258,8012929,127349398.1,118543109.3,7.43,5.94,127349398.1
Austria,2001,35.91876,35272.223,8042232,132984847.7,127349398.1,4.43,5.94,132984847.7
Austria,2002,36.86658,35823.586,8081638,146225329.5,132984847.7,9.96,5.94,146225329.5
Austria,2003,37.27357,36063.12,8122605,178513534.7,146225329.5,22.08,5.94,178513534.7
Austria,2004,39.45878,36957.113,8173494,221659514.7,178513534.7,24.17,5.94,221659514.7
Austria,2005,39.73094,37642.76,8229204,235443424.3,221659514.7,6.22,5.94,235443424.3
Austria,2006,40.93993,38866.848,8269902,268339062.6,235443424.3,13.97,5.94,268339062.6
Austria,2007,42.38588,40305.273,8296949,313176813.1,268339062.6,16.71,5.94,313176813.1
Austria,2008,42.50026,40964.793,8323250,344455903.5,313176813.1,9.99,5.94,344455903.5
Austria,2009,34.47912,39463.656,8345072,262774496,344455903.5,-23.71,5.94,262774496
Austria,2010,38.20161,40288.348,8365087,289764004,262774496,10.27,5.94,289764004
Austria,2011,41.04068,41446,8393272,339022865.1,289764004,17,5.94,339022865.1
Austria,2012,40.93461,41540.94,8431598,317641438.7,339022865.1,-6.31,5.94,317641438.7
Austria,2013,41.04978,41301.94,8481411,332547820.5,317641438.7,4.69,5.94,332547820.5
Austria,2014,41.32315,41250.508,8547812,339425719,332547820.5,2.07,5.94,339425719
Azerbaijan,1997,19.6835,3347.6125,7936220,1562617.966,1262489.714,23.77,39.9,1562617.966
Azerbaijan,1998,13.60652,3550.364,8025808,1212298.854,1562617.966,-22.42,39.9,1212298.854
Azerbaijan,1999,20.27843,3959.7815,8100472,1858451.074,1212298.854,53.3,39.9,1858451.074
Azerbaijan,2000,33.09552,4214.8887,8174783,3490503.872,1858451.074,87.82,39.9,3490503.872
Azerbaijan,2001,40.5423,4498.7944,8251776,4628564.688,3490503.872,32.6,39.9,4628564.688
Azerbaijan,2002,34.75612,4880.4,8326141,4335000.17,4628564.688,-6.34,39.9,4335000.17
Azerbaijan,2003,35.62124,5408.523,8400529,5183438.783,4335000.17,19.57,39.9,5183438.783
Azerbaijan,2004,41.64962,5971.4746,8489875,7230899.652,5183438.783,39.5,39.9,7230899.652
Azerbaijan,2005,57.74797,7553.6265,8597248,8694302.415,7230899.652,20.24,39.9,8694302.415
Azerbaijan,2006,62.0246,10160.346,8711380,12744329.98,8694302.415,46.58,39.9,12744329.98
Azerbaijan,2007,64.3543,12699.498,8828316,12116638.2,12744329.98,-4.93,39.9,12116638.2
Azerbaijan,2008,62.6096,14072.627,8942637,95512458.72,12116638.2,688.28,39.9,95512458.72
Azerbaijan,2009,47.63218,15384.293,9046336,29377455.38,95512458.72,-69.24,39.9,29377455.38
Azerbaijan,2010,50.04664,16153.837,9146852,42556839.97,29377455.38,44.86,39.9,42556839.97
Azerbaijan,2011,52.30333,16176,9256154,52960377.67,42556839.97,24.45,39.9,52960377.67
Azerbaijan,2012,47.10254,16364.532,9376181,47654372.16,52960377.67,-10.02,39.9,47654372.16
Azerbaijan,2013,43.1976,17146.223,9504417,47808216.03,47654372.16,0.32,39.9,47808216.03
Azerbaijan,2014,39.09678,17451.1,9631136,43503474.29,47808216.03,-9,39.9,43503474.29
Bahrain,1995,71.15365,10695.393,593228,6836249.877,6001364.897,13.91,6.32,6836249.877
Bahrain,1996,75.41879,11640.821,608595,2988919.174,6836249.877,-56.28,6.32,2988919.174
Bahrain,2001,90.72784,18152.963,699964,10999546.29,12225969.78,-10.03,6.32,10999546.29
Bahrain,2002,87.61466,19487.842,752206,11407747.98,10999546.29,3.71,6.32,11407747.98
Bahrain,2003,92.6516,21391.611,811278,12908497.6,11407747.98,13.16,6.32,12908497.6
Bahrain,2004,101.91125,23389.602,871449,14700033,12908497.6,13.88,6.32,14700033
Bahrain,2005,99.50073,25230.9,932619,19926019.67,14700033,35.55,6.32,19926019.67
Bahrain,2006,106.76379,26840.125,994626,22882608.4,19926019.67,14.84,6.32,22882608.4
Bahrain,2007,110.75426,28884.697,1057418,26740630.5,22882608.4,16.86,6.32,26740630.5
Bahrain,2008,112.15176,30612.498,1120717,25149984.26,26740630.5,-5.95,6.32,25149984.26
Bahrain,2009,99.42272,31729.566,1183616,15816600.16,25149984.26,-37.11,6.32,15816600.16
Bahrain,2010,114.63808,34057.715,1213250,30997835.2,15816600.16,95.98,6.32,30997835.2
Bahrain,2011,115.44078,36372,1206734,43303221.81,30997835.2,39.7,6.32,43303221.81
Bahrain,2012,114.94852,36711.39,1216308,30942832.02,43303221.81,-28.54,6.32,30942832.02
Bahrain,2013,109.27999,37704.21,1257206,34380991.8,30942832.02,11.11,6.32,34380991.8
Bahrain,2014,109.523,38364.83,1312858,43167508.94,34380991.8,25.56,6.32,43167508.94
Bangladesh,1990,6.04762,1006,111633723,3112880.849,2656015.417,17.2,14.24,3112880.849
Bangladesh,1991,6.15377,1031.4299,113787112,3380413.718,3112880.849,8.59,14.24,3380413.718
Bangladesh,1992,7.52897,1062.4604,115952198,3883214.348,3380413.718,14.87,14.24,3883214.348
Bangladesh,1993,8.02923,1095.6564,118132363,4506187.343,3883214.348,16.04,14.24,4506187.343
Bangladesh,1994,9.43014,1136.4185,120343183,4966653.905,4506187.343,10.22,14.24,4966653.905
Bangladesh,1995,10.41634,1182.9514,122600371,6814482.343,4966653.905,37.2,14.24,6814482.343
Bangladesh,1996,9.17229,1234.0841,124862185,7077019.698,6814482.343,3.85,14.24,7077019.698
Bangladesh,1997,9.95152,1291.5126,127198069,8034911.166,7077019.698,13.54,14.24,8034911.166
Bangladesh,1998,10.12587,1348.1499,129622333,10113828.89,8034911.166,25.87,14.24,10113828.89
Bangladesh,2001,12.056,1551.1965,136805812,10777494.28,10986452.86,-1.9,14.24,10777494.28
Bangladesh,2002,11.6651,1621.267,138933659,10834545.07,10777494.28,0.53,14.24,10834545.07
Bangladesh,2003,12.65643,1710.7313,140970356,12806851.25,10834545.07,18.2,14.24,12806851.25
Bangladesh,2004,14.3143,1812.6246,142902855,16534964.04,12806851.25,29.11,14.24,16534964.04
Bangladesh,2005,14.26262,1925.6062,144715789,18663166.73,16534964.04,12.87,14.24,18663166.73
Bangladesh,2006,17.1882,2057.6985,146405982,23393400.99,18663166.73,25.35,14.24,23393400.99
Bangladesh,2007,16.61357,2194.4224,147989283,26285905.86,23393400.99,12.36,14.24,26285905.85
Bangladesh,2008,16.80963,2321.0505,149474264,31013438.36,26285905.86,17.99,14.24,31013438.36
Bangladesh,2009,15.16363,2448.887,150873716,31117267.99,31013438.36,0.33,14.24,31117267.99
Bangladesh,2010,16.04745,2599.2083,152201977,38461965.12,31117267.99,23.6,14.24,38461965.12
Bangladesh,2011,18.68635,2772,153591075,48627488.48,38461965.12,26.43,14.24,48627488.48
Bangladesh,2012,18.8934,2914.0488,155070111,49027001.66,48627488.48,0.82,14.24,49027001.66
Bangladesh,2013,18.84088,3057.4697,156532135,49074682.01,49027001.66,0.1,14.24,49074682.01
Barbados,1993,7.94572,11343.598,261034,270714.227,265486.065,1.97,3.69,270714.227
Barbados,1994,7.33284,11405.56,261627,269046.201,270714.227,-0.62,3.69,269046.201
Barbados,1995,10.60645,11473.859,262044,336909.956,269046.201,25.22,3.69,336909.956
Barbados,1996,15.77599,11760.825,262290,424890.247,336909.956,26.11,3.69,424890.247
Barbados,1997,11.76403,12124.509,262404,420927.102,424890.247,-0.93,3.69,420927.102
Barbados,1998,9.5691,12384.762,262437,390754.764,420927.102,-7.17,3.69,390754.764
Barbados,1999,8.75865,12237.948,262521,393067.25,390754.764,0.59,3.69,393067.25
Barbados,2000,8.74676,12600.022,262069,380309.018,393067.25,-3.25,3.69,380309.018
Barbados,2001,9.72711,12112.181,262428,352661.126,380309.018,-7.27,3.69,352661.126
Barbados,2002,13.13495,12025.474,264151,322688.38,352661.126,-8.5,3.69,322688.38
Barbados,2003,13.09554,12094.819,265787,329422.193,322688.38,2.09,3.69,329422.193
Barbados,2004,15.539,12078.735,267296,346859.923,329422.193,5.29,3.69,346859.923
Barbados,2005,15.33072,12379.45,268719,423202.663,346859.923,22.01,3.69,423202.663
Barbados,2006,7.5272,12889.877,270010,491665.259,423202.663,16.18,3.69,491665.259
Barbados,2007,9.28209,12917.439,271296,598847.847,491665.259,21.8,3.69,598847.847
Barbados,2008,10.46777,12786.107,272718,526073.347,598847.847,-12.15,3.69,526073.347
Barbados,2009,7.71061,12094.324,274137,439557.953,526073.347,-16.45,3.69,439557.953
Barbados,2010,10.63348,11954.322,275250,472457.116,439557.953,7.48,3.69,472457.116
Barbados,2011,11.5585,11870,276149,534104.734,472457.116,13.05,3.69,534104.734
Barbados,2012,13.1009,11860,276947,592867.223,534104.734,11,3.69,592867.223
Barbados,2013,12.97774,11809,277670,534172.537,592867.223,-9.9,3.69,534172.537
Barbados,2014,11.18631,11780,278355,566873.492,534172.537,6.12,3.69,566873.492
Belarus,1999,48.73821,8689.713,10039223,11817854.87,14139435.38,-16.42,10.33,11817854.87
Belarus,2000,57.56201,9110.9795,9991311,14662118,11817854.87,24.07,10.33,14662118
Belarus,2001,60.35887,9462.374,9938068,14901288,14662118,1.63,10.33,14901288
Belarus,2002,54.95615,9870.309,9873451,16041824,14901288,7.65,10.33,16041824
Belarus,2003,55.78147,10492.987,9803174,19891176.8,16041824,24,10.33,19891176.8
Belarus,2004,59.42419,11615.686,9735090,27503399.2,19891176.8,38.27,10.33,27503399.2
Belarus,2005,52.88365,12629.558,9667831,31954441.4,27503399.2,16.18,10.33,31954441.4
Belarus,2006,53.37075,13792.554,9608041,39477086.8,31954441.4,23.54,10.33,39477086.8
Belarus,2007,53.61634,14856.956,9563136,48550488,39477086.8,22.98,10.33,48550488
Belarus,2008,53.61256,16223.997,9529357,65141561,48550488,34.17,10.33,65141561
Belarus,2009,43.24889,16088.725,9507334,42608345.8,65141561,-34.59,10.33,42608345.8
Belarus,2010,45.78608,17172.46,9490752,50566924.6,42608345.8,18.68,10.33,50566924.6
Belarus,2011,69.33788,17918,9472737,82837344,50566924.6,63.82,10.33,82837344
Belarus,2012,72.35272,18245.008,9463075,92119870,82837344,11.21,10.33,92119870
Belarus,2013,50.79824,18456.41,9464454,74406070.6,92119870,-19.23,10.33,74406070.6
Belarus,2014,47.36482,18805.18,9472704,72161073.6,74406070.6,-3.02,10.33,72161073.6
Belgium,2000,78.43806,33719.77,10251719,375677809.5,357733656.5,5.02,3.79,375677809.5
Belgium,2001,79.07448,33923.344,10287004,380618974,375677809.5,1.32,3.79,380618974
Belgium,2002,82.47962,34419.695,10332978,431606010.9,380618974,13.4,3.79,431606010.9
Belgium,2003,78.44775,34588.477,10376260,511107321.8,431606010.9,18.42,3.79,511107321.8
Belgium,2004,83.01975,35740.35,10421298,615380839.3,511107321.8,20.4,3.79,615380839.3
Belgium,2005,86.29564,36338.383,10478883,671383556.1,615380839.3,9.1,3.79,671383556.1
Belgium,2006,89.49373,37051.902,10548446,733670984.7,671383556.1,9.28,3.79,733670984.7
Belgium,2007,91.37286,38082.875,10625490,863487685.5,733670984.7,17.69,3.79,863487685.5
Belgium,2008,91.26827,38117.348,10709710,943595640.2,863487685.5,9.28,3.79,943595640.2
Belgium,2009,76.59539,36998.65,10812936,741758387.3,943595640.2,-21.39,3.79,741758387.3
Belgium,2010,82.38803,37739.33,10936620,549448490.3,741758387.3,-25.93,3.79,549448490.3
Belgium,2011,87.63789,38130,11038627,655178047.3,549448490.3,19.24,3.79,655178047.3
Belgium,2012,86.66756,38173.234,11107524,610276641.6,655178047.3,-6.85,3.79,610276641.6
Belgium,2013,86.76746,38169.832,11160277,636488470.7,610276641.6,4.3,3.79,636488470.7
Belgium,2014,86.17075,38599.426,11210111,638428276.5,636488470.7,0.3,3.79,638428276.5
Benin,1999,15.68897,1881.6971,7002819,451254.434,394395.703,14.42,9.81,451254.434
Benin,2000,15.25775,1908.9366,7221618,379590.293,451254.434,-15.88,9.81,379590.293
Benin,2001,13.95411,1928.0967,7445599,408330.726,379590.293,7.57,9.81,408330.726
Benin,2002,14.66654,1934.3967,7675428,483437.867,408330.726,18.39,9.81,483437.867
Benin,2003,13.85273,1919.6151,7913074,492785.513,483437.867,1.93,9.81,492785.513
Benin,2004,12.57497,1923.7192,8159100,572661.747,492785.513,16.21,9.81,572661.747
Benin,2005,12.03726,1875.9193,8426146,533481.475,572661.747,-6.84,9.81,533481.475
Benin,2006,14.31244,1870.5325,8693241,449186.166,533481.475,-15.8,9.81,449186.166
Benin,2007,17.53669,1904.5496,8953973,548774.787,449186.166,22.17,9.81,548774.787
Benin,2008,17.97691,1920.306,9228469,842127.605,548774.787,53.46,9.81,842127.605
Benin,2009,17.25651,1888.7758,9509432,850695.473,842127.605,1.02,9.81,850695.473
Benin,2010,18.38688,1854.6655,9797488,796476.271,850695.473,-6.37,9.81,796476.271
Benin,2011,16.00673,1836,10093626,510043.742,796476.271,-35.96,9.81,510043.742
Benin,2012,17.86352,1867,10397662,585922.952,510043.742,14.88,9.81,585922.952
Benin,2013,20.85437,1939,10708831,809060.019,585922.952,38.08,9.81,809060.019
Benin,2014,20.99307,2008,11030008,951451.13,809060.019,17.6,9.81,951451.13
Bolivia,1993,14.01739,3670.2744,7579196,1617875.196,1530627.603,5.7,11.84,1617875.196
Bolivia,1994,18.77051,3765.1694,7727321,2248461.078,1617875.196,38.98,11.84,2248461.078
Bolivia,1995,17.42084,3865.438,7874676,2362424.106,2248461.078,5.07,11.84,2362424.106
Bolivia,1996,16.47463,3959.4453,8021742,2173886.744,2362424.106,-7.98,11.84,2173886.744
Bolivia,1997,16.05037,4079.5378,8167910,2544195.289,2173886.744,17.03,11.84,2544195.289
Bolivia,1998,15.59133,4205.6943,8313399,2646538.748,2544195.289,4.02,11.84,2646538.748
Bolivia,1999,16.96255,4146.4707,8459812,2803766.908,2646538.748,5.94,11.84,2803766.908
Bolivia,2000,17.56401,4173.5493,8606331,2913348.146,2803766.908,3.91,11.84,2913348.146
Bolivia,2001,16.61738,4166.4917,8752740,2705786.138,2913348.146,-7.12,11.84,2705786.138
Bolivia,2002,17.3916,4193.755,8900357,2743302.814,2705786.138,1.39,11.84,2743302.814
Bolivia,2003,20.74343,4230.3726,9050704,3301350.148,2743302.814,20.34,11.84,3301350.148
Bolivia,2004,25.69536,4330.5557,9204297,4508664.548,3301350.148,36.57,11.84,4508664.548
Bolivia,2005,26.06891,4445.3477,9360758,5594833.48,4508664.548,24.09,11.84,5594833.48
Bolivia,2006,35.69994,4581.9023,9521685,8446595.658,5594833.48,50.97,11.84,8446595.658
Bolivia,2007,36.54987,4713.448,9685962,9625404.39,8446595.658,13.96,11.84,9625404.39
Bolivia,2008,41.57842,4924.032,9850858,13798671.99,9625404.39,43.36,11.84,13798671.99
Bolivia,2009,31.13548,5011.3384,10016280,10593480.18,13798671.99,-23.23,11.84,10593480.18
Bolivia,2010,35.37766,5141.759,10182345,13935464.87,10593480.18,31.55,11.84,13935464.87
Bolivia,2011,37.72369,5331,10348932,18292953.29,13935464.87,31.27,11.84,18292953.29
Bolivia,2012,43.62016,5503.908,10515813,23632793.61,18292953.29,29.19,11.84,23632793.61
Bolivia,2013,39.81691,5775.7515,10682612,24505718.08,23632793.61,3.69,11.84,24505718.08
Bolivia,2014,39.03966,5988.2773,10848889,25800565.19,24505718.08,5.28,11.84,25800565.19
Bosnia and Herzegovina,2004,17.88588,7857.3784,4140990,3824757.999,2800568.626,36.57,10.56,3824757.999
Bosnia and Herzegovina,2005,21.38058,8057.6826,4096494,4776966.379,3824757.999,24.9,10.56,4776966.379
Bosnia and Herzegovina,2006,25.82671,8410.801,4063271,6855563.123,4776966.379,43.51,10.56,6855563.123
Bosnia and Herzegovina,2007,26.31753,8811.861,4013421,8303930.688,6855563.123,21.13,10.56,8303930.688
