Country,Commodity,Time,Value ($US),Quantity 2
Mexico,65 Headgear And Parts Thereof,2017,"15,614,722",
Mexico,65 Headgear And Parts Thereof,2018,"16,209,541",
Mexico,65 Headgear And Parts Thereof,2019,"16,802,009",
Mexico,65 Headgear And Parts Thereof,2020,"15,877,155",
Mexico,65 Headgear And Parts Thereof,2021,"24,435,217",
Mexico,65 Headgear And Parts Thereof,2022,"42,381,156",
Mexico,65 Headgear And Parts Thereof,2023,"58,321,494",
Mexico,65 Headgear And Parts Thereof,2024 through October,"59,790,690",
OECD - Organization for Economic Co-operation and,"50 Silk, Including Yarns And Woven Fabric Thereof",1992,,
OECD - Organization for Economic Co-operation and,"50 Silk, Including Yarns And Woven Fabric Thereof",1993,,
OECD - Organization for Economic Co-operation and,"50 Silk, Including Yarns And Woven Fabric Thereof",1994,,
OECD - Organization for Economic Co-operation and,"50 Silk, Including Yarns And Woven Fabric Thereof",1995,,
OECD - Organization for Economic Co-operation and,"50 Silk, Including Yarns And Woven Fabric Thereof",1996,,
OECD - Organization for Economic Co-operation and,"50 Silk, Including Yarns And Woven Fabric Thereof",1997,,
OECD - Organization for Economic Co-operation and,"50 Silk, Including Yarns And Woven Fabric Thereof",1998,,
OECD - Organization for Economic Co-operation and,"50 Silk, Including Yarns And Woven Fabric Thereof",1999,,
OECD - Organization for Economic Co-operation and,"50 Silk, Including Yarns And Woven Fabric Thereof",2000,,
OECD - Organization for Economic Co-operation and,"50 Silk, Including Yarns And Woven Fabric Thereof",2001,,
OECD - Organization for Economic Co-operation and,"50 Silk, Including Yarns And Woven Fabric Thereof",2002,"2,556,438",
OECD - Organization for Economic Co-operation and,"50 Silk, Including Yarns And Woven Fabric Thereof",2003,"2,802,786",
OECD - Organization for Economic Co-operation and,"50 Silk, Including Yarns And Woven Fabric Thereof",2004,"3,504,955",
OECD - Organization for Economic Co-operation and,"50 Silk, Including Yarns And Woven Fabric Thereof",2005,"3,257,878",
OECD - Organization for Economic Co-operation and,"50 Silk, Including Yarns And Woven Fabric Thereof",2006,"4,247,756",
OECD - Organization for Economic Co-operation and,"50 Silk, Including Yarns And Woven Fabric Thereof",2007,"6,075,213",
OECD - Organization for Economic Co-operation and,"50 Silk, Including Yarns And Woven Fabric Thereof",2008,"7,265,393",
OECD - Organization for Economic Co-operation and,"50 Silk, Including Yarns And Woven Fabric Thereof",2009,"3,402,823",
OECD - Organization for Economic Co-operation and,"50 Silk, Including Yarns And Woven Fabric Thereof",2010,"4,609,911",
OECD - Organization for Economic Co-operation and,"50 Silk, Including Yarns And Woven Fabric Thereof",2011,"4,208,895",
OECD - Organization for Economic Co-operation and,"50 Silk, Including Yarns And Woven Fabric Thereof",2012,"3,682,933",
OECD - Organization for Economic Co-operation and,"50 Silk, Including Yarns And Woven Fabric Thereof",2013,"2,744,629",
OECD - Organization for Economic Co-operation and,"50 Silk, Including Yarns And Woven Fabric Thereof",2014,"3,296,296",
OECD - Organization for Economic Co-operation and,"50 Silk, Including Yarns And Woven Fabric Thereof",2015,"2,987,569",
OECD - Organization for Economic Co-operation and,"50 Silk, Including Yarns And Woven Fabric Thereof",2016,"2,211,340",
OECD - Organization for Economic Co-operation and,"50 Silk, Including Yarns And Woven Fabric Thereof",2017,"1,629,150",
OECD - Organization for Economic Co-operation and,"50 Silk, Including Yarns And Woven Fabric Thereof",2018,"1,647,606",
OECD - Organization for Economic Co-operation and,"50 Silk, Including Yarns And Woven Fabric Thereof",2019,"2,236,463",
OECD - Organization for Economic Co-operation and,"50 Silk, Including Yarns And Woven Fabric Thereof",2020,"1,586,950",
OECD - Organization for Economic Co-operation and,"50 Silk, Including Yarns And Woven Fabric Thereof",2021,"1,519,896",
OECD - Organization for Economic Co-operation and,"50 Silk, Including Yarns And Woven Fabric Thereof",2022,"1,976,985",
OECD - Organization for Economic Co-operation and,"50 Silk, Including Yarns And Woven Fabric Thereof",2023,"1,507,582",
OECD - Organization for Economic Co-operation and,"50 Silk, Including Yarns And Woven Fabric Thereof",2024 through October,"957,975",
OECD - Organization for Economic Co-operation and,"51 Wool & Animal Hair, Including Yarn & Woven Fabric",1992,,
OECD - Organization for Economic Co-operation and,"51 Wool & Animal Hair, Including Yarn & Woven Fabric",1993,,
OECD - Organization for Economic Co-operation and,"51 Wool & Animal Hair, Including Yarn & Woven Fabric",1994,,
OECD - Organization for Economic Co-operation and,"51 Wool & Animal Hair, Including Yarn & Woven Fabric",1995,,
OECD - Organization for Economic Co-operation and,"51 Wool & Animal Hair, Including Yarn & Woven Fabric",1996,,
OECD - Organization for Economic Co-operation and,"51 Wool & Animal Hair, Including Yarn & Woven Fabric",1997,,
OECD - Organization for Economic Co-operation and,"51 Wool & Animal Hair, Including Yarn & Woven Fabric",1998,,
OECD - Organization for Economic Co-operation and,"51 Wool & Animal Hair, Including Yarn & Woven Fabric",1999,,
OECD - Organization for Economic Co-operation and,"51 Wool & Animal Hair, Including Yarn & Woven Fabric",2000,,
OECD - Organization for Economic Co-operation and,"51 Wool & Animal Hair, Including Yarn & Woven Fabric",2001,,
OECD - Organization for Economic Co-operation and,"51 Wool & Animal Hair, Including Yarn & Woven Fabric",2002,"10,030,632",
OECD - Organization for Economic Co-operation and,"51 Wool & Animal Hair, Including Yarn & Woven Fabric",2003,"11,425,680",
OECD - Organization for Economic Co-operation and,"51 Wool & Animal Hair, Including Yarn & Woven Fabric",2004,"9,684,963",
OECD - Organization for Economic Co-operation and,"51 Wool & Animal Hair, Including Yarn & Woven Fabric",2005,"10,206,871",
OECD - Organization for Economic Co-operation and,"51 Wool & Animal Hair, Including Yarn & Woven Fabric",2006,"14,953,666",
OECD - Organization for Economic Co-operation and,"51 Wool & Animal Hair, Including Yarn & Woven Fabric",2007,"13,168,213",
OECD - Organization for Economic Co-operation and,"51 Wool & Animal Hair, Including Yarn & Woven Fabric",2008,"10,455,800",
OECD - Organization for Economic Co-operation and,"51 Wool & Animal Hair, Including Yarn & Woven Fabric",2009,"8,402,563",
OECD - Organization for Economic Co-operation and,"51 Wool & Animal Hair, Including Yarn & Woven Fabric",2010,"9,540,662",
OECD - Organization for Economic Co-operation and,"51 Wool & Animal Hair, Including Yarn & Woven Fabric",2011,"9,473,901",
OECD - Organization for Economic Co-operation and,"51 Wool & Animal Hair, Including Yarn & Woven Fabric",2012,"18,472,235",
OECD - Organization for Economic Co-operation and,"51 Wool & Animal Hair, Including Yarn & Woven Fabric",2013,"23,092,069",
OECD - Organization for Economic Co-operation and,"51 Wool & Animal Hair, Including Yarn & Woven Fabric",2014,"17,412,824",
OECD - Organization for Economic Co-operation and,"51 Wool & Animal Hair, Including Yarn & Woven Fabric",2015,"28,801,965",
OECD - Organization for Economic Co-operation and,"51 Wool & Animal Hair, Including Yarn & Woven Fabric",2016,"14,577,560",
OECD - Organization for Economic Co-operation and,"51 Wool & Animal Hair, Including Yarn & Woven Fabric",2017,"13,642,055",
OECD - Organization for Economic Co-operation and,"51 Wool & Animal Hair, Including Yarn & Woven Fabric",2018,"13,554,720",
OECD - Organization for Economic Co-operation and,"51 Wool & Animal Hair, Including Yarn & Woven Fabric",2019,"14,425,616",
OECD - Organization for Economic Co-operation and,"51 Wool & Animal Hair, Including Yarn & Woven Fabric",2020,"10,760,696",
OECD - Organization for Economic Co-operation and,"51 Wool & Animal Hair, Including Yarn & Woven Fabric",2021,"9,957,902",
OECD - Organization for Economic Co-operation and,"51 Wool & Animal Hair, Including Yarn & Woven Fabric",2022,"12,144,295",
OECD - Organization for Economic Co-operation and,"51 Wool & Animal Hair, Including Yarn & Woven Fabric",2023,"16,800,824",
OECD - Organization for Economic Co-operation and,"51 Wool & Animal Hair, Including Yarn & Woven Fabric",2024 through October,"9,495,963",
OECD - Organization for Economic Co-operation and,"52 Cotton, Including Yarn And Woven Fabric Thereof",1992,,
OECD - Organization for Economic Co-operation and,"52 Cotton, Including Yarn And Woven Fabric Thereof",1993,,
OECD - Organization for Economic Co-operation and,"52 Cotton, Including Yarn And Woven Fabric Thereof",1994,,
OECD - Organization for Economic Co-operation and,"52 Cotton, Including Yarn And Woven Fabric Thereof",1995,,
OECD - Organization for Economic Co-operation and,"52 Cotton, Including Yarn And Woven Fabric Thereof",1996,,
OECD - Organization for Economic Co-operation and,"52 Cotton, Including Yarn And Woven Fabric Thereof",1997,,
OECD - Organization for Economic Co-operation and,"52 Cotton, Including Yarn And Woven Fabric Thereof",1998,,
OECD - Organization for Economic Co-operation and,"52 Cotton, Including Yarn And Woven Fabric Thereof",1999,,
OECD - Organization for Economic Co-operation and,"52 Cotton, Including Yarn And Woven Fabric Thereof",2000,,
OECD - Organization for Economic Co-operation and,"52 Cotton, Including Yarn And Woven Fabric Thereof",2001,,
OECD - Organization for Economic Co-operation and,"52 Cotton, Including Yarn And Woven Fabric Thereof",2002,"83,946,571",
OECD - Organization for Economic Co-operation and,"52 Cotton, Including Yarn And Woven Fabric Thereof",2003,"51,279,345",
OECD - Organization for Economic Co-operation and,"52 Cotton, Including Yarn And Woven Fabric Thereof",2004,"57,887,870",
OECD - Organization for Economic Co-operation and,"52 Cotton, Including Yarn And Woven Fabric Thereof",2005,"44,449,431",
OECD - Organization for Economic Co-operation and,"52 Cotton, Including Yarn And Woven Fabric Thereof",2006,"26,538,066",
OECD - Organization for Economic Co-operation and,"52 Cotton, Including Yarn And Woven Fabric Thereof",2007,"23,500,814",
OECD - Organization for Economic Co-operation and,"52 Cotton, Including Yarn And Woven Fabric Thereof",2008,"29,296,907",
OECD - Organization for Economic Co-operation and,"52 Cotton, Including Yarn And Woven Fabric Thereof",2009,"36,707,089",
OECD - Organization for Economic Co-operation and,"52 Cotton, Including Yarn And Woven Fabric Thereof",2010,"35,085,929",
OECD - Organization for Economic Co-operation and,"52 Cotton, Including Yarn And Woven Fabric Thereof",2011,"40,811,881",
OECD - Organization for Economic Co-operation and,"52 Cotton, Including Yarn And Woven Fabric Thereof",2012,"41,692,051",
OECD - Organization for Economic Co-operation and,"52 Cotton, Including Yarn And Woven Fabric Thereof",2013,"52,167,180",
OECD - Organization for Economic Co-operation and,"52 Cotton, Including Yarn And Woven Fabric Thereof",2014,"52,649,907",
OECD - Organization for Economic Co-operation and,"52 Cotton, Including Yarn And Woven Fabric Thereof",2015,"77,847,892",
OECD - Organization for Economic Co-operation and,"52 Cotton, Including Yarn And Woven Fabric Thereof",2016,"56,433,929",
OECD - Organization for Economic Co-operation and,"52 Cotton, Including Yarn And Woven Fabric Thereof",2017,"65,778,716",
OECD - Organization for Economic Co-operation and,"52 Cotton, Including Yarn And Woven Fabric Thereof",2018,"69,178,356",
OECD - Organization for Economic Co-operation and,"52 Cotton, Including Yarn And Woven Fabric Thereof",2019,"41,658,268",
OECD - Organization for Economic Co-operation and,"52 Cotton, Including Yarn And Woven Fabric Thereof",2020,"44,241,198",
OECD - Organization for Economic Co-operation and,"52 Cotton, Including Yarn And Woven Fabric Thereof",2021,"54,688,637",
OECD - Organization for Economic Co-operation and,"52 Cotton, Including Yarn And Woven Fabric Thereof",2022,"43,846,820",
OECD - Organization for Economic Co-operation and,"52 Cotton, Including Yarn And Woven Fabric Thereof",2023,"38,300,430",
OECD - Organization for Economic Co-operation and,"52 Cotton, Including Yarn And Woven Fabric Thereof",2024 through October,"31,727,516",
OECD - Organization for Economic Co-operation and,53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,1992,,
OECD - Organization for Economic Co-operation and,53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,1993,,
OECD - Organization for Economic Co-operation and,53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,1994,,
OECD - Organization for Economic Co-operation and,53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,1995,,
OECD - Organization for Economic Co-operation and,53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,1996,,
OECD - Organization for Economic Co-operation and,53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,1997,,
OECD - Organization for Economic Co-operation and,53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,1998,,
OECD - Organization for Economic Co-operation and,53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,1999,,
OECD - Organization for Economic Co-operation and,53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,2000,,
OECD - Organization for Economic Co-operation and,53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,2001,,
OECD - Organization for Economic Co-operation and,53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,2002,"1,819,285",
OECD - Organization for Economic Co-operation and,53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,2003,"1,603,177",
OECD - Organization for Economic Co-operation and,53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,2004,"3,254,394",
OECD - Organization for Economic Co-operation and,53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,2005,"2,494,326",
OECD - Organization for Economic Co-operation and,53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,2006,"2,260,788",
OECD - Organization for Economic Co-operation and,53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,2007,"2,947,836",
OECD - Organization for Economic Co-operation and,53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,2008,"2,819,153",
OECD - Organization for Economic Co-operation and,53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,2009,"2,719,024",
OECD - Organization for Economic Co-operation and,53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,2010,"2,725,355",
OECD - Organization for Economic Co-operation and,53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,2011,"3,067,318",
OECD - Organization for Economic Co-operation and,53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,2012,"2,786,936",
OECD - Organization for Economic Co-operation and,53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,2013,"3,799,942",
OECD - Organization for Economic Co-operation and,53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,2014,"4,419,117",
OECD - Organization for Economic Co-operation and,53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,2015,"6,604,996",
OECD - Organization for Economic Co-operation and,53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,2016,"5,636,208",
OECD - Organization for Economic Co-operation and,53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,2017,"5,620,277",
OECD - Organization for Economic Co-operation and,53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,2018,"4,402,086",
OECD - Organization for Economic Co-operation and,53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,2019,"4,009,601",
OECD - Organization for Economic Co-operation and,53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,2020,"3,985,414",
OECD - Organization for Economic Co-operation and,53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,2021,"6,706,064",
OECD - Organization for Economic Co-operation and,53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,2022,"7,605,820",
OECD - Organization for Economic Co-operation and,53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,2023,"5,418,603",
OECD - Organization for Economic Co-operation and,53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab,2024 through October,"4,300,292",
OECD - Organization for Economic Co-operation and,"54 Manmade Filaments, Including Yarns & Woven Fabrics",1992,,
OECD - Organization for Economic Co-operation and,"54 Manmade Filaments, Including Yarns & Woven Fabrics",1993,,
OECD - Organization for Economic Co-operation and,"54 Manmade Filaments, Including Yarns & Woven Fabrics",1994,,
OECD - Organization for Economic Co-operation and,"54 Manmade Filaments, Including Yarns & Woven Fabrics",1995,,
OECD - Organization for Economic Co-operation and,"54 Manmade Filaments, Including Yarns & Woven Fabrics",1996,,
OECD - Organization for Economic Co-operation and,"54 Manmade Filaments, Including Yarns & Woven Fabrics",1997,,
OECD - Organization for Economic Co-operation and,"54 Manmade Filaments, Including Yarns & Woven Fabrics",1998,,
OECD - Organization for Economic Co-operation and,"54 Manmade Filaments, Including Yarns & Woven Fabrics",1999,,
OECD - Organization for Economic Co-operation and,"54 Manmade Filaments, Including Yarns & Woven Fabrics",2000,,
OECD - Organization for Economic Co-operation and,"54 Manmade Filaments, Including Yarns & Woven Fabrics",2001,,
OECD - Organization for Economic Co-operation and,"54 Manmade Filaments, Including Yarns & Woven Fabrics",2002,"50,367,497",
OECD - Organization for Economic Co-operation and,"54 Manmade Filaments, Including Yarns & Woven Fabrics",2003,"47,803,164",
OECD - Organization for Economic Co-operation and,"54 Manmade Filaments, Including Yarns & Woven Fabrics",2004,"50,330,459",
OECD - Organization for Economic Co-operation and,"54 Manmade Filaments, Including Yarns & Woven Fabrics",2005,"53,856,321",
OECD - Organization for Economic Co-operation and,"54 Manmade Filaments, Including Yarns & Woven Fabrics",2006,"63,065,262",
OECD - Organization for Economic Co-operation and,"54 Manmade Filaments, Including Yarns & Woven Fabrics",2007,"53,486,163",
OECD - Organization for Economic Co-operation and,"54 Manmade Filaments, Including Yarns & Woven Fabrics",2008,"58,207,991",
OECD - Organization for Economic Co-operation and,"54 Manmade Filaments, Including Yarns & Woven Fabrics",2009,"62,471,830",
OECD - Organization for Economic Co-operation and,"54 Manmade Filaments, Including Yarns & Woven Fabrics",2010,"83,848,025",
OECD - Organization for Economic Co-operation and,"54 Manmade Filaments, Including Yarns & Woven Fabrics",2011,"86,697,886",
OECD - Organization for Economic Co-operation and,"54 Manmade Filaments, Including Yarns & Woven Fabrics",2012,"87,930,785",
OECD - Organization for Economic Co-operation and,"54 Manmade Filaments, Including Yarns & Woven Fabrics",2013,"86,282,342",
OECD - Organization for Economic Co-operation and,"54 Manmade Filaments, Including Yarns & Woven Fabrics",2014,"106,337,960",
OECD - Organization for Economic Co-operation and,"54 Manmade Filaments, Including Yarns & Woven Fabrics",2015,"118,878,090",
OECD - Organization for Economic Co-operation and,"54 Manmade Filaments, Including Yarns & Woven Fabrics",2016,"120,503,919",
OECD - Organization for Economic Co-operation and,"54 Manmade Filaments, Including Yarns & Woven Fabrics",2017,"123,473,609",
OECD - Organization for Economic Co-operation and,"54 Manmade Filaments, Including Yarns & Woven Fabrics",2018,"141,192,684",
OECD - Organization for Economic Co-operation and,"54 Manmade Filaments, Including Yarns & Woven Fabrics",2019,"143,122,158",
OECD - Organization for Economic Co-operation and,"54 Manmade Filaments, Including Yarns & Woven Fabrics",2020,"98,359,431",
OECD - Organization for Economic Co-operation and,"54 Manmade Filaments, Including Yarns & Woven Fabrics",2021,"117,030,852",
OECD - Organization for Economic Co-operation and,"54 Manmade Filaments, Including Yarns & Woven Fabrics",2022,"134,264,843",
OECD - Organization for Economic Co-operation and,"54 Manmade Filaments, Including Yarns & Woven Fabrics",2023,"126,340,094",
OECD - Organization for Economic Co-operation and,"54 Manmade Filaments, Including Yarns & Woven Fabrics",2024 through October,"98,772,588",
OECD - Organization for Economic Co-operation and,"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",1992,,
OECD - Organization for Economic Co-operation and,"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",1993,,
OECD - Organization for Economic Co-operation and,"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",1994,,
OECD - Organization for Economic Co-operation and,"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",1995,,
OECD - Organization for Economic Co-operation and,"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",1996,,
OECD - Organization for Economic Co-operation and,"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",1997,,
